ts,HeadYaw,HeadPitch,HeadRoll,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,EyeBlinkLeft,EyeBlinkRight,EyeLookDownLeft,EyeLookDownRight,EyeLookInLeft,EyeLookInRight,EyeLookOutLeft,EyeLookOutRight,EyeLookUpLeft,EyeLookUpRight,EyeSquintLeft,EyeSquintRight,EyeWideLeft,EyeWideRight,JawForward,JawLeft,JawOpen,JawRight,MouthClose,MouthDimpleLeft,MouthDimpleRight,MouthFrownLeft,MouthFrownRight,MouthFunnel,MouthLeft,MouthLowerDownLeft,MouthLowerDownRight,MouthPressLeft,MouthPressRight,MouthPucker,MouthRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthSmileLeft,MouthSmileRight,MouthStretchLeft,MouthStretchRight,MouthUpperUpLeft,MouthUpperUpRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
800,-0.2522781162399519,0.0416898587945982,0.08208011624274344,1.3300627870194148e-05,8.552867075195536e-05,0.614513635635376,0.9287027716636658,0.7820634245872498,0.00023863953538239002,7.082439310579502e-07,2.8624519927689107e-06,0.11143570393323898,0.06380617618560791,0.16063016653060913,0.18961498141288757,0.008018219843506813,0.4172285497188568,0.4064632058143616,0.009911559522151947,0.05176694691181183,0.040200795978307724,0.3956799805164337,0.16185401380062103,0.007134660612791777,0.010881952941417694,0.00036774767795577645,9.569556277710944e-05,0.5343017578125,0.034941405057907104,0.014756575226783752,0.28492286801338196,9.603242506273091e-05,0.0029818324837833643,0.004000070970505476,0.006346777081489563,0.06955013424158096,0.0030324577819556,0.03759459778666496,0.08140605688095093,0.0003027213679160923,0.026657134294509888,5.2516434152494185e-06,0.0012196209281682968,0.0018468289636075497,0.0031626098789274693,0.006708595436066389,0.006934903562068939,0.0005033897468820214,0.022439569234848022,0.004671262111514807,0.04047483205795288,0.0048589021898806095,5.395046173362061e-06,9.979315791497356e-07,0.0,-0.2522781162399519,0.0416898587945982,0.08208011624274344,0.0,0.0,0.0,0.0,0.0,0.0
840,-0.26924267433583204,0.02755666436392901,0.07778364903699006,1.3088792911730707e-05,0.00011997368710581213,0.5890918970108032,0.907844066619873,0.7556641101837158,0.0003129868127871305,8.377197673326009e-07,3.0386220259970287e-06,0.061809346079826355,0.044200509786605835,0.17093421518802643,0.2021380364894867,0.0033018491230905056,0.5919857025146484,0.5820504426956177,0.005495404824614525,0.05052650719881058,0.03692453354597092,0.3988237679004669,0.137036994099617,0.011533917859196663,0.015997696667909622,0.0003947072837036103,0.00026689714286476374,0.5345760583877563,0.02027464471757412,0.011453520506620407,0.3019140958786011,0.0002673048584256321,0.0027588920202106237,0.0031712488271296024,0.005821066442877054,0.11093593388795853,0.0038106602150946856,0.025867795571684837,0.06757492572069168,0.00039268608088605106,0.018710695207118988,3.257183152527432e-06,0.0012327560689300299,0.0014285016804933548,0.0029502238612622023,0.010887080803513527,0.0230498518794775,0.0016802494646981359,0.031220529228448868,0.003016700269654393,0.029784204438328743,0.004682337865233421,5.007123036193661e-06,1.342434188700281e-06,0.0,-0.26924267433583204,0.02755666436392901,0.07778364903699006,0.0,0.0,0.0,0.0,0.0,0.0
880,-0.24473969502689874,0.032972817579223324,0.0741009552801472,1.2764275197696406e-05,8.674662240082398e-05,0.5650876760482788,0.9096027612686157,0.7453655004501343,0.00018010185158345848,5.555100415222114e-07,2.769757429632591e-06,0.07081815600395203,0.04110756143927574,0.17892339825630188,0.2023572325706482,0.0047922320663928986,0.5171718597412109,0.5133581161499023,0.0062528010457754135,0.04759674519300461,0.03412347286939621,0.3623111844062805,0.14258074760437012,0.010017122142016888,0.014588164165616035,0.00024943792959675193,0.00048582549788989127,0.541201114654541,0.009915740229189396,0.02732122130692005,0.44634056091308594,0.0004888831172138453,0.00033157982397824526,0.0005456951330415905,0.006261375267058611,0.03968637064099312,0.0012566718505695462,0.008095563389360905,0.060267575085163116,0.0006617318722419441,0.028258653357625008,2.249958924949169e-05,0.0014429815346375108,0.0023877155035734177,0.003595091635361314,0.009512722492218018,0.015376859344542027,0.001879746443592012,0.005762189161032438,0.00300018978305161,0.016637111082673073,0.0027379051316529512,3.0518119729094906e-06,7.231886911540641e-07,0.0,-0.24473969502689874,0.032972817579223324,0.0741009552801472,0.0,0.0,0.0,0.0,0.0,0.0
920,-0.22743905211103543,0.05892880133629061,0.07147757269475771,7.627619197592139e-05,0.000991986715234816,0.20330719649791718,0.8532119393348694,0.5408668518066406,0.0003642855735961348,7.159176220739027e-07,1.4206881360223633e-06,0.07011045515537262,0.03131813928484917,0.22169727087020874,0.22526714205741882,0.00795798096805811,0.4311152398586273,0.4396476149559021,0.00827223900705576,0.04413055628538132,0.038494281470775604,0.3119535446166992,0.20756638050079346,0.008873753249645233,0.028575843200087547,0.00027118693105876446,0.0004735608526971191,0.8876003623008728,0.025679878890514374,0.005652905907481909,0.15293294191360474,0.007486751303076744,0.0007954046595841646,0.000597296399064362,0.015116119757294655,0.005189361050724983,0.008272184059023857,0.020467307418584824,0.05460512265563011,0.003479668637737632,0.0057398853823542595,9.725673589855433e-05,0.0005557872937060893,0.0022963520605117083,0.0010135777993127704,0.009388069622218609,0.18541859090328217,0.05213632807135582,0.041834983974695206,0.0017235035775229335,0.022648561745882034,0.009356777183711529,2.0956861135346116e-06,1.3580057611761731e-06,0.0,-0.22743905211103543,0.05892880133629061,0.07147757269475771,0.0,0.0,0.0,0.0,0.0,0.0
960,-0.19857590398419034,0.02185371866799945,0.06736196340527845,0.0001657031971262768,0.0007432205020450056,0.19236575067043304,0.8303525447845459,0.6791526675224304,0.0007996353670023382,8.179402470886998e-07,6.210433411979466e-07,0.09025213867425919,0.06205085664987564,0.11383657902479172,0.13084137439727783,0.00817837379872799,0.47296202182769775,0.4709947407245636,0.006604558788239956,0.100019171833992,0.08258151262998581,0.3952995240688324,0.24252061545848846,0.007411936763674021,0.017407558858394623,0.00037684390554204583,0.0006604100926779211,0.939154326915741,0.01388868223875761,0.0022634139750152826,0.18675601482391357,0.06111971288919449,0.0032689464278519154,0.0019042805070057511,0.009464956820011139,0.0009723553666844964,0.03790745511651039,0.07628987729549408,0.02830701693892479,0.00307778874412179,0.0023071765899658203,0.00016581208910793066,0.0011957461247220635,0.0025240667164325714,0.0008876504725776613,0.008032803423702717,0.10956292599439621,0.03891172632575035,0.02886100858449936,0.0009087745565921068,0.031102284789085388,0.015863260254263878,2.157979224648443e-06,1.3362916888581822e-06,0.0,-0.19857590398419034,0.02185371866799945,0.06736196340527845,0.0,0.0,0.0,0.0,0.0,0.0
1000,-0.18896650605752008,0.041052450575434815,0.06894290180947375,0.0001587657752679661,0.0007674474036321044,0.11351024359464645,0.840088427066803,0.6616255044937134,0.00028679228853434324,3.4075387134180346e-07,6.702909445266414e-07,0.08922836184501648,0.06530413776636124,0.11084999889135361,0.1488191783428192,0.011605598032474518,0.4286598861217499,0.43969738483428955,0.005762227810919285,0.09449078887701035,0.06593814492225647,0.43801936507225037,0.22795183956623077,0.007349248975515366,0.015470835380256176,0.0001851023407652974,0.00077151192817837,0.9140400290489197,0.006780458148568869,0.007994432002305984,0.18881264328956604,0.015161832794547081,0.0009271941380575299,0.0007550008594989777,0.005398114677518606,0.0007837124285288155,0.006564105395227671,0.021455492824316025,0.04614308476448059,0.0015939129516482353,0.0064516374841332436,0.0004961030790582299,0.003071193117648363,0.0047232662327587605,0.0011500670807436109,0.0016312591033056378,0.012317969463765621,0.0027319774962961674,0.006465525832027197,0.0005737500032410026,0.0014537569368258119,0.00035496067721396685,1.4191484751790995e-06,6.191557417878357e-07,0.0,-0.18896650605752008,0.041052450575434815,0.06894290180947375,0.0,0.0,0.0,0.0,0.0,0.0
1040,-0.19080612426837829,0.04686932887144935,0.05660931875970145,0.00013217802916187793,0.0005229782545939088,0.18848317861557007,0.8672682642936707,0.8003721237182617,0.00012171157140983269,2.839762203166174e-07,7.831376365174947e-07,0.09681541472673416,0.09574104845523834,0.10087785869836807,0.1608389914035797,0.009993293322622776,0.38530436158180237,0.3954460024833679,0.01100309006869793,0.08464094996452332,0.05302400141954422,0.3967973291873932,0.24068579077720642,0.010364235378801823,0.00912489928305149,2.9856822948204353e-05,0.000300439860438928,0.833299994468689,0.017496829852461815,0.19237370789051056,0.010214520618319511,0.0001988660078495741,0.0004209445614833385,0.00044885286479257047,0.00033915191306732595,0.004885540343821049,0.000583017710596323,0.0027130162343382835,0.03718624264001846,0.000596400408539921,0.15683700144290924,0.0007249414920806885,0.05661884322762489,0.01805395632982254,0.07074295729398727,0.0006053220713511109,2.0298293748055585e-05,2.1998573629389284e-06,0.0006402273429557681,0.000178209797013551,0.0002919576072599739,5.438247899292037e-05,1.2069419881299837e-06,1.8784831468110497e-07,0.0,-0.19080612426837829,0.04686932887144935,0.05660931875970145,0.0,0.0,0.0,0.0,0.0,0.0
1080,-0.16975188855428236,0.006199925381335382,0.05580185334664129,0.00010649769683368504,0.0003532184928189963,0.3259525001049042,0.880646824836731,0.7725691795349121,5.6343083997489884e-05,1.4354840232044808e-06,1.2646556797335506e-06,0.08810443431138992,0.12111029028892517,0.11270292103290558,0.16257523000240326,0.01067113596946001,0.3004666864871979,0.3040965497493744,0.02188444882631302,0.07608746737241745,0.054282162338495255,0.38138073682785034,0.24874961376190186,0.009723566472530365,0.007891946472227573,3.500892489682883e-05,0.0013554998440667987,0.5507835149765015,0.001853465219028294,0.41869619488716125,0.005883645731955767,2.7195545044378377e-05,0.004136265255510807,0.004921401385217905,0.0037729127798229456,0.02083403244614601,0.00019144262478221208,0.001224711537361145,0.009535100311040878,9.220396896125749e-05,0.7978866696357727,0.00023602621513418853,0.02739577367901802,0.0035187220200896263,0.0970596894621849,0.00990675576031208,7.552554052381311e-06,5.825361313327448e-07,0.0011880213860422373,0.0005023384001106024,0.000331144779920578,7.761060260236263e-05,1.9005532294613658e-06,6.197282118591829e-07,0.0,-0.16975188855428236,0.006199925381335382,0.05580185334664129,0.0,0.0,0.0,0.0,0.0,0.0
1120,-0.16247958478252578,0.027027652612333905,0.058524754965489464,6.921753811184317e-05,0.0003709302400238812,0.35450479388237,0.878969669342041,0.6909496784210205,5.672386032529175e-05,8.845645993460494e-07,1.4548573972206214e-06,0.08851493895053864,0.07839198410511017,0.1419602930545807,0.17519383132457733,0.011721903458237648,0.29621484875679016,0.28800642490386963,0.016930658370256424,0.055242277681827545,0.04910092055797577,0.29887330532073975,0.2612032890319824,0.008784989826381207,0.00953418668359518,6.353569915518165e-05,0.0015738426009193063,0.5672557353973389,0.0016967179253697395,0.3554113805294037,0.009746353141963482,2.8244012355571613e-05,0.0016528274863958359,0.0019225304713472724,0.011106014251708984,0.01924319379031658,0.00048127525951713324,0.003989432938396931,0.016188040375709534,0.00016636637155897915,0.6275166869163513,0.00013706770550925285,0.007777017075568438,0.0023057020734995604,0.026353826746344566,0.006433900445699692,2.878834493458271e-05,2.7243104341323487e-06,0.0021387890446931124,0.0005667548975907266,0.0007831872208043933,0.00021672229922842234,1.4942094139769324e-06,4.884239501734555e-07,0.0,-0.16247958478252578,0.027027652612333905,0.058524754965489464,0.0,0.0,0.0,0.0,0.0,0.0
1160,-0.1834496882260539,0.018471322679447476,0.04514295347238471,0.00010064448724733666,0.0007022748468443751,0.24177558720111847,0.7971636056900024,0.5908852815628052,0.00010850375110749155,4.5778284629705013e-07,2.167902948713163e-06,0.06386168301105499,0.027920639142394066,0.16688448190689087,0.19608448445796967,0.023171473294496536,0.20513221621513367,0.1971772313117981,0.020005816593766212,0.045467983931303024,0.03466257452964783,0.3351162075996399,0.10948070138692856,0.010572679340839386,0.015506203286349773,0.0001125497292377986,0.0008362034568563104,0.534361720085144,0.003007102757692337,0.09182053804397583,0.016402563080191612,0.00013502442743629217,0.0008826440898701549,0.0010043760994449258,0.006900768727064133,0.016741547733545303,0.0011082771234214306,0.006606411188840866,0.08233509957790375,0.0024455145467072725,0.059474509209394455,7.722596637904644e-05,0.002761594485491514,0.0016481423517689109,0.009629004634916782,0.00492469035089016,0.0010864387731999159,0.0002218728477600962,0.00814060214906931,0.003244222141802311,0.0026700180023908615,0.0006408243789337575,2.0187683276162716e-06,5.40481778443791e-07,0.0,-0.1834496882260539,0.018471322679447476,0.04514295347238471,0.0,0.0,0.0,0.0,0.0,0.0
1200,-0.19118560803998252,0.03544553564505271,0.03720286968862891,5.495767618413083e-05,0.0010020402260124683,0.18041035532951355,0.8543679714202881,0.5614416599273682,0.0001399911125190556,4.859012392444129e-07,1.7079707959055668e-06,0.08975536376237869,0.055289629846811295,0.1596834659576416,0.17034311592578888,0.027156826108694077,0.22006940841674805,0.21880343556404114,0.016636643558740616,0.05301465094089508,0.04897267371416092,0.3020796477794647,0.26298487186431885,0.006343788933008909,0.010480435565114021,0.00022040284238755703,0.0007788878865540028,0.6192521452903748,0.0026947716251015663,0.06665056198835373,0.021763941273093224,0.0008281158516183496,0.0004147909057792276,0.0004018771287519485,0.010841143317520618,0.02041442133486271,0.0023158653639256954,0.007579433266073465,0.07170388102531433,0.007194687146693468,0.019793855026364326,4.6780322008999065e-05,0.0014558607945218682,0.0014252084074541926,0.0020109324250370264,0.003156534628942609,0.023569690063595772,0.007670708000659943,0.0296622421592474,0.007756531238555908,0.002877614926546812,0.0010800192831084132,1.3343357068151818e-06,5.454642177937785e-07,0.0,-0.19118560803998252,0.03544553564505271,0.03720286968862891,0.0,0.0,0.0,0.0,0.0,0.0
1240,-0.19186158444661316,0.029519917556749136,0.03806978549934077,4.77499925182201e-05,0.000607180641964078,0.23941394686698914,0.8561062812805176,0.6574586629867554,0.0001978434156626463,6.282268145696435e-07,2.352398951188661e-06,0.09203723818063736,0.045692890882492065,0.09995993226766586,0.11230757087469101,0.025593427941203117,0.22782652080059052,0.2360507845878601,0.017125418409705162,0.09193052351474762,0.08001381158828735,0.3451506197452545,0.1902531385421753,0.006553837563842535,0.013979398645460606,0.00020809310080949217,0.001058040652424097,0.6455265283584595,0.0018375436775386333,0.05474657565355301,0.02799549698829651,0.0012289973674342036,0.00036773766623809934,0.0004107610147912055,0.007326294202357531,0.020542537793517113,0.0018639154732227325,0.004044328350573778,0.05295739695429802,0.011718082241714,0.011271302588284016,3.581915734685026e-05,0.0014887780416756868,0.0019762141164392233,0.0028761716093868017,0.00632097152993083,0.19329199194908142,0.10181669145822525,0.06126181781291962,0.05069506913423538,0.007780396845191717,0.0035627069883048534,1.304622173847747e-06,7.754612170174369e-07,0.0,-0.19186158444661316,0.029519917556749136,0.03806978549934077,0.0,0.0,0.0,0.0,0.0,0.0
1280,-0.1784000436252866,0.0364322704353864,0.046856388373309084,6.121912156231701e-05,0.0007270267815329134,0.23977738618850708,0.8532872200012207,0.6404943466186523,0.00029673491371795535,5.680304866473307e-07,1.8195285065303324e-06,0.0636008083820343,0.03840397670865059,0.11703181266784668,0.13964693248271942,0.026692477986216545,0.2088111937046051,0.20942096412181854,0.020634202286601067,0.07639181613922119,0.06587448716163635,0.2708006203174591,0.15806283056735992,0.010344835929572582,0.017200084403157234,0.00019234484352637082,0.00045587634667754173,0.6621102094650269,0.0028451860416680574,0.04099826142191887,0.02638559602200985,0.0016456631710752845,0.0005398793146014214,0.0005914579960517585,0.003487367182970047,0.008091789670288563,0.0021892741788178682,0.004784428980201483,0.03600560128688812,0.009830432943999767,0.008676748722791672,6.92383327987045e-05,0.0015141555340960622,0.003711383556947112,0.0027947144117206335,0.004133995622396469,0.5225975513458252,0.3532700538635254,0.04853823035955429,0.05410589277744293,0.019004834815859795,0.011891528964042664,1.0891664032897097e-06,1.0343024996473105e-06,0.0,-0.1784000436252866,0.0364322704353864,0.046856388373309084,0.0,0.0,0.0,0.0,0.0,0.0
1320,-0.14818615424323123,0.024156805929005716,0.054156690143880325,7.70616316003725e-05,0.0010135507909581065,0.19669076800346375,0.8573945164680481,0.6128411293029785,0.00031373187084682286,5.867523782399076e-07,1.257940084542497e-06,0.07059232890605927,0.04025072976946831,0.13565275073051453,0.15636935830116272,0.07169768959283829,0.0967385470867157,0.07858593016862869,0.05112721398472786,0.06181102618575096,0.054951295256614685,0.2277168482542038,0.18034477531909943,0.00955535564571619,0.014125248417258263,0.0001724980102153495,0.00040905922651290894,0.630146324634552,0.003550721798092127,0.03617866337299347,0.02251870557665825,0.001939243171364069,0.00046764040598645806,0.0005192729295231402,0.002757800742983818,0.006381459999829531,0.00230271159671247,0.004396506585180759,0.028864892199635506,0.013100125826895237,0.008979208767414093,8.50536089274101e-05,0.001703942660242319,0.003994191996753216,0.0031015907879918814,0.004213470034301281,0.5894310474395752,0.49316173791885376,0.023818109184503555,0.042658813297748566,0.017600389197468758,0.012208644300699234,9.623308869777247e-07,1.1583924788283184e-06,0.0,-0.14818615424323123,0.024156805929005716,0.054156690143880325,0.0,0.0,0.0,0.0,0.0,0.0
1360,-0.14246128281197423,0.026707904626791297,0.053614925390769626,7.40871109883301e-05,0.0010365266352891922,0.23280532658100128,0.8424559235572815,0.5567408800125122,0.0002698069147299975,5.155578151061491e-07,7.327888624786283e-07,0.05939967930316925,0.04084812104701996,0.12631286680698395,0.144601508975029,0.1368415504693985,0.03951112926006317,0.03784207999706268,0.13285650312900543,0.06764499098062515,0.06189817190170288,0.2199113816022873,0.1611534059047699,0.011244301684200764,0.015034280717372894,0.00012739469821099192,0.0006260363734327257,0.5989558696746826,0.0020681647583842278,0.04444204643368721,0.013257907703518867,0.0037127924151718616,0.0001201910272357054,0.00011209859076188877,0.004001513123512268,0.003034616354852915,0.0019800662994384766,0.0030914065428078175,0.02886262536048889,0.015833577141165733,0.015567445196211338,0.00033945904579013586,0.0015407283790409565,0.0037993835285305977,0.0030722892843186855,0.005237982142716646,0.506464421749115,0.4455512762069702,0.01306215114891529,0.013692368753254414,0.012833995744585991,0.011155253276228905,7.152426633183495e-07,8.575791525800014e-07,0.0,-0.14246128281197423,0.026707904626791297,0.053614925390769626,0.0,0.0,0.0,0.0,0.0,0.0
1400,-0.1167837825473308,0.04926132820828951,0.06729868888637593,0.0001546297426102683,0.0032823006622493267,0.17465639114379883,0.8253257274627686,0.32524073123931885,0.00018180497863795608,2.996306989189179e-07,2.468871116434457e-07,0.03916729614138603,0.014177643693983555,0.1393766850233078,0.15333878993988037,0.12001923471689224,0.043671704828739166,0.04733459651470184,0.11382374167442322,0.06212729588150978,0.0572957769036293,0.16988247632980347,0.0863717645406723,0.020242907106876373,0.040939632803201675,8.729156252229586e-05,0.0005874264752492309,0.6900541186332703,0.0028475734870880842,0.05314146727323532,0.0065716104581952095,0.010214024223387241,1.5206651369226165e-05,1.297106882702792e-05,0.016551358625292778,0.0009778841631487012,0.00294089550152421,0.001999190542846918,0.008510790765285492,0.011654572561383247,0.07799168676137924,0.0026918924413621426,0.0007055996102280915,0.004839120898395777,0.0011588857742026448,0.003489343449473381,0.5074808597564697,0.5903871655464172,0.0019627839792519808,0.001414431375451386,0.010390658862888813,0.009442915208637714,3.8539846514140663e-07,4.925712460135401e-07,0.0,-0.1167837825473308,0.04926132820828951,0.06729868888637593,0.0,0.0,0.0,0.0,0.0,0.0
1440,-0.11236587886475813,0.06704786525651456,0.06857557256912845,0.00028536716126836836,0.004422440659254789,0.11839275807142258,0.7808425426483154,0.33890730142593384,0.000364301900845021,4.754961651087797e-07,7.454146953023155e-07,0.02067011408507824,0.00861136894673109,0.20439477264881134,0.24571259319782257,0.11747082322835922,0.044599633663892746,0.04513445496559143,0.11318220943212509,0.046253301203250885,0.03590453788638115,0.13621573150157928,0.05752182379364967,0.03164920210838318,0.06522232294082642,9.190788114210591e-05,0.0013237132225185633,0.8729758858680725,0.003357868641614914,0.010089044459164143,0.026223566383123398,0.01873171143233776,0.000299963605357334,0.00023078998492565006,0.011813288554549217,0.0012850367929786444,0.0025205565616488457,0.0034013171680271626,0.013869013637304306,0.00771630322560668,0.017201140522956848,0.0007899558986537158,0.0013481690548360348,0.004241711460053921,0.0024039745330810547,0.012406812980771065,0.3414115309715271,0.313717246055603,0.00659803906455636,0.0024226463865488768,0.022402696311473846,0.021359747275710106,6.580345370821306e-07,1.1269351034570718e-06,0.0,-0.11236587886475813,0.06704786525651456,0.06857557256912845,0.0,0.0,0.0,0.0,0.0,0.0
1480,-0.1314466697939023,0.07889873745606402,0.06786438427352068,0.000499962829053402,0.003004525788128376,0.10316986590623856,0.7699745893478394,0.46443215012550354,0.0009959271410480142,5.818703812110471e-07,1.930659436766291e-06,0.01218833215534687,0.008061045780777931,0.16868600249290466,0.23464857041835785,0.20499172806739807,0.02712741680443287,0.031564950942993164,0.19782793521881104,0.08336023986339569,0.042179226875305176,0.1873658448457718,0.034064214676618576,0.06785185635089874,0.0619921013712883,0.00034047855297103524,0.010720123536884785,0.9433599710464478,0.0013245411682873964,0.0028500210028141737,0.1842115968465805,0.20411819219589233,0.0017361546633765101,0.0016897601308301091,0.014197337441146374,0.00048641327884979546,0.028026094660162926,0.056762147694826126,0.01759956404566765,0.014471269212663174,0.0032875402830541134,0.0006456068949773908,0.004197601228952408,0.0047234282828867435,0.0012868605554103851,0.011733139865100384,0.08309080451726913,0.11825864017009735,0.002319921040907502,0.003916599787771702,0.01272918377071619,0.014247845858335495,1.7282225144299446e-06,2.7783235054812394e-06,0.0,-0.1314466697939023,0.07889873745606402,0.06786438427352068,0.0,0.0,0.0,0.0,0.0,0.0
1520,-0.16294960289534988,0.05237192850014937,0.0443975563122971,0.0002844116243068129,0.0011333016445860267,0.16648775339126587,0.9278242588043213,0.43415912985801697,0.00040263659320771694,3.416715230741829e-07,2.7795506412076065e-06,0.014385377056896687,0.012730567716062069,0.04143339395523071,0.3252980411052704,0.23543652892112732,0.38393139839172363,0.03323870897293091,0.010374770499765873,0.24337556958198547,0.027376672253012657,0.1665298491716385,0.07403310388326645,0.03624063357710838,0.07540366053581238,0.00028185019618831575,0.1516917198896408,0.9563987255096436,5.303293073666282e-05,0.003351381979882717,0.049357470124959946,0.07606726139783859,0.00613578874617815,0.0030496902763843536,0.0167734045535326,0.0003770713519770652,0.0160665363073349,0.047974053770303726,0.05255218222737312,0.008405123837292194,0.002867014380171895,0.0014132715296000242,0.003988313488662243,0.003020800417289138,0.0017982955323532224,0.009668202139437199,0.16785021126270294,0.0775148868560791,0.04805717244744301,0.002787993988022208,0.008059395477175713,0.006345920730382204,2.4950859369710088e-06,1.6090442613858613e-06,0.0,-0.16294960289534988,0.05237192850014937,0.0443975563122971,0.0,0.0,0.0,0.0,0.0,0.0
1560,-0.15588606795145776,0.047363578762291324,0.05919053739811587,0.00012918007269036025,0.0007717453991062939,0.2556992471218109,0.8900278806686401,0.4660610258579254,0.00011472556070657447,1.547203822838128e-07,1.0345758028051932e-06,0.02631562575697899,0.020884986966848373,0.050115492194890976,0.3469110429286957,0.061971601098775864,0.757583737373352,0.17561954259872437,0.0008117517572827637,0.18894793093204498,0.018279528245329857,0.21529178321361542,0.0923265814781189,0.01963772065937519,0.04951770603656769,0.00011255627759965137,0.039555300027132034,0.9013291001319885,0.00039014630601741374,0.003786207642406225,0.053085844963788986,0.02635912410914898,0.0008422473329119384,0.0004617630038410425,0.0187258068472147,0.000175230554305017,0.005928685888648033,0.015240647830069065,0.01845855452120304,0.0010048197582364082,0.010993685573339462,0.0036415429785847664,0.001585685764439404,0.0021577728912234306,0.0014246765058487654,0.00654089730232954,0.022234035655856133,0.006167492363601923,0.00922358687967062,0.00023648414935451,0.003391287988051772,0.0019535720348358154,1.9629133021226153e-06,4.006799088074331e-07,0.0,-0.15588606795145776,0.047363578762291324,0.05919053739811587,0.0,0.0,0.0,0.0,0.0,0.0
